	N	S	N_sporeN	S_sporeN	N_sporeY	S_sporeY
2192.H07a.Nose.3660.lane6.NoIndex.L006	80229.0	716	6608.0	18	0.0	0
2192.H03a.Hand.1303.lane6.NoIndex.L006	79305.0	1517	45216.0	20	2.0	2
2192.H07b.Cat.Fur.4070.lane6.NoIndex.L006	92167.0	959	5950.0	20	0.0	0
2192.H03a.Foot.1400.lane6.NoIndex.L006	72279.0	2733	958.0	11	24.0	5
2192.H05b.Hand.2410.lane6.NoIndex.L006	73243.0	543	17239.0	22	4.0	3
2192.H07b.Hand.3847.lane6.NoIndex.L006	69965.0	636	2025.0	10	0.0	0
2192.H06b.Foot.3227.lane6.NoIndex.L006	63041.0	785	10931.0	19	1.0	1
2192.H06b.Nose.3132.lane6.NoIndex.L006	64021.0	520	5507.0	18	0.0	0
2192.H07a.Foot.3632.lane6.NoIndex.L006	87145.0	1075	9341.0	21	8.0	3
2192.H04a.Foot.2054.lane6.NoIndex.L006	88515.0	1442	4026.0	22	248.0	3
2192.H05b.Bathroom.Door.Knob.2766.lane6.NoIndex.L006	75779.0	638	7208.0	17	0.0	0
2192.H01a.Nose.297.lane6.NoIndex.L006	45015.0	497	4017.0	11	0.0	0
2192.H06b.Foot.3206.lane6.NoIndex.L006	73621.0	1576	10224.0	19	10.0	3
2192.H03a.Hand.1354.lane6.NoIndex.L006	58463.0	1173	6267.0	21	20.0	5
2192.H03a.Foot.1331.lane6.NoIndex.L006	86274.0	1236	10121.0	22	4.0	2
2192.H04a.Dog.Nose.1896.lane6.NoIndex.L006	58209.0	1600	1489.0	15	158.0	2
2192.H04a.Foot.1832.lane6.NoIndex.L006	77488.0	2416	9597.0	25	12.0	4
2192.H04a.Foot.1838.lane6.NoIndex.L006	76727.0	1528	2948.0	19	111.0	3
2192.H01a.Hand.85.lane1.NoIndex.L001	106424.0	338	75329.0	19	0.0	0
2192.H05b.Kitchen.Floor.2906.lane1.NoIndex.L001	63942.0	251	24328.0	18	1.0	1
2192.H06a.Front.Door.Knob.3029.lane1.NoIndex.L001	67368.0	694	52930.0	22	1.0	1
2192.H05b.Bedroom.Floor.2860.lane1.NoIndex.L001	80938.0	1503	11030.0	23	185.0	3
2192.H07b.Nose.4113.lane1.NoIndex.L001	77918.0	206	70679.0	20	0.0	0
2192.H05b.Kitchen.Counter.2977.lane1.NoIndex.L001	70116.0	1459	8265.0	18	5.0	1
2192.H07b.Nose.3996.lane1.NoIndex.L001	95064.0	205	77580.0	19	0.0	0
2192.H06a.Kitchen.Light.Switch.3003.lane1.NoIndex.L001	58718.0	553	7050.0	16	0.0	0
2192.H05b.Kitchen.Light.Switch.2859.lane1.NoIndex.L001	74784.0	386	31552.0	17	0.0	0
2192.H01a.Foot.62.lane1.NoIndex.L001	86308.0	1261	28726.0	22	4.0	1
2192.H01a.Hand.13.lane1.NoIndex.L001	91019.0	240	68456.0	20	0.0	0
2192.H07b.Nose.4161.lane1.NoIndex.L001	100921.0	651	18551.0	20	17.0	1
2192.H05b.Kitchen.Counter.2905.lane1.NoIndex.L001	68653.0	1051	3469.0	13	9.0	1
2192.H05b.Front.Door.Knob.2981.lane1.NoIndex.L001	69211.0	790	41518.0	22	13.0	2
2192.H05b.Kitchen.Counter.2833.lane1.NoIndex.L001	62822.0	788	14598.0	19	13.0	2
2192.H01a.Foot.80.lane1.NoIndex.L001	87865.0	524	76641.0	22	2.0	1
2192.H01a.Kitchen.Light.Switch.3.lane1.NoIndex.L001	80787.0	1230	8701.0	21	3.0	1
2192.H01a.Front.Door.Knob.77.lane1.NoIndex.L001	115984.0	1600	7118.0	19	0.0	0
2192.H07b.Nose.4188.lane1.NoIndex.L001	88354.0	629	5657.0	13	2.0	1
2192.H01a.Kitchen.Counter.49.lane1.NoIndex.L001	43118.0	742	1367.0	12	1.0	1
2192.H07b.Nose.3969.lane1.NoIndex.L001	102655.0	525	85163.0	22	0.0	0
2192.H01a.Foot.41.lane1.NoIndex.L001	121001.0	1513	12160.0	27	0.0	0
2192.H01a.Hand.31.lane1.NoIndex.L001	98664.0	742	8789.0	23	0.0	0
2192.H06a.Bathroom.Door.Knob.3030.lane1.NoIndex.L001	64398.0	552	41146.0	20	0.0	0
2192.H07b.Nose.3849.lane1.NoIndex.L001	72209.0	1002	8786.0	20	5.0	1
2192.H05b.Front.Door.Knob.2837.lane1.NoIndex.L001	62305.0	423	55756.0	24	0.0	0
2192.H07b.Nose.4137.lane1.NoIndex.L001	115009.0	1116	15677.0	26	3.0	2
2192.H01a.Bedroom.Floor.100.lane1.NoIndex.L001	111877.0	1100	10845.0	22	34.0	1
2192.H07b.Nose.4140.lane1.NoIndex.L001	109148.0	202	76792.0	19	0.0	0
2192.H06b.Kitchen.Counter.3097.lane1.NoIndex.L001	66871.0	676	28235.0	23	0.0	0
2192.H01a.Foot.86.lane1.NoIndex.L001	112416.0	995	16806.0	21	0.0	0
2192.H05b.Kitchen.Light.Switch.2979.lane1.NoIndex.L001	69993.0	449	36111.0	21	0.0	0
2192.H05b.Kitchen.Floor.2930.lane1.NoIndex.L001	61389.0	320	41649.0	19	2.0	1
2192.H05b.Bedroom.Floor.2884.lane1.NoIndex.L001	73966.0	1244	13720.0	28	49.0	2
2192.H06a.Bedroom.Floor.3028.lane1.NoIndex.L001	60025.0	382	45942.0	21	0.0	0
2192.H05b.Bathroom.Door.Knob.2958.lane1.NoIndex.L001	59194.0	582	5813.0	16	0.0	0
2192.H05b.Kitchen.Counter.2929.lane1.NoIndex.L001	73755.0	1180	4124.0	17	22.0	3
2192.H05b.Front.Door.Knob.2957.lane1.NoIndex.L001	74242.0	209	54683.0	20	1.0	1
2192.H06b.Bathroom.Door.Knob.3078.lane1.NoIndex.L001	69686.0	482	7729.0	19	1.0	1
2192.H01a.Bedroom.Floor.52.lane1.NoIndex.L001	87628.0	761	981.0	9	0.0	0
2192.H05b.Bathroom.Door.Knob.2910.lane1.NoIndex.L001	70353.0	429	46502.0	19	0.0	0
2192.H05b.Bathroom.Door.Knob.2838.lane1.NoIndex.L001	61845.0	402	3284.0	11	0.0	0
2192.H06b.Front.Door.Knob.3077.lane1.NoIndex.L001	65663.0	897	29804.0	25	11.0	2
2192.H01a.Front.Door.Knob.5.lane1.NoIndex.L001	91355.0	1982	4909.0	18	3.0	2
2192.H05b.Kitchen.Light.Switch.2835.lane1.NoIndex.L001	54533.0	590	3865.0	14	1.0	1
2192.H01a.Foot.17.lane1.NoIndex.L001	117875.0	1287	19024.0	21	279.0	3
2192.H02a.Bedroom.Floor.916.lane2.NoIndex.L002	90268.0	983	2655.0	15	2.0	1
2192.H07b.Kitchen.Light.Switch.4059.lane2.NoIndex.L002	89157.0	419	62939.0	24	0.0	0
2192.H01a.Foot.161.lane2.NoIndex.L002	85378.0	1122	8610.0	26	0.0	0
2192.H01a.Hand.322.lane2.NoIndex.L002	78931.0	294	51392.0	18	0.0	0
2192.H01a.Bedroom.Floor.268.lane2.NoIndex.L002	55296.0	597	1727.0	13	5.0	1
2192.H02a.Foot.728.lane2.NoIndex.L002	86004.0	1229	33361.0	25	0.0	0
2192.H06b.Kitchen.Counter.3289.lane2.NoIndex.L002	54591.0	663	4637.0	13	0.0	0
2192.H07a.Front.Door.Knob.3677.lane2.NoIndex.L002	99032.0	607	75027.0	19	5.0	2
2192.H07a.Kitchen.Light.Switch.3675.lane2.NoIndex.L002	113714.0	1180	16624.0	26	44.0	4
2192.H02a.Foot.656.lane2.NoIndex.L002	88997.0	1257	4111.0	17	8.0	1
2192.H02a.Kitchen.Counter.913.lane2.NoIndex.L002	56980.0	829	2995.0	16	102.0	1
2192.H01a.Foot.305.lane2.NoIndex.L002	79969.0	960	44552.0	27	0.0	0
2192.H04a.Kitchen.Counter.2065.lane2.NoIndex.L002	110889.0	563	18092.0	14	0.0	0
2192.H01a.Foot.182.lane2.NoIndex.L002	92303.0	1219	31208.0	27	19.0	1
2192.H06b.Kitchen.Floor.3266.lane2.NoIndex.L002	70329.0	253	40156.0	17	0.0	0
2192.H03a.Kitchen.Counter.1201.lane2.NoIndex.L002	93855.0	936	1752.0	14	39.0	1
2192.H02a.Kitchen.Counter.697.lane2.NoIndex.L002	96897.0	1526	1912.0	16	164.0	1
2192.H01a.Foot.257.lane2.NoIndex.L002	87661.0	1686	22619.0	23	42.0	2
2192.H01a.Foot.275.lane2.NoIndex.L002	74271.0	300	53020.0	18	0.0	0
2192.H04a.Bedroom.Floor.2092.lane2.NoIndex.L002	107050.0	654	5616.0	10	2.0	1
2192.H01a.Kitchen.Counter.169.lane2.NoIndex.L002	55888.0	791	9263.0	19	82.0	3
2192.H01a.Foot.227.lane2.NoIndex.L002	88211.0	1191	37182.0	24	28.0	2
2192.H01a.Foot.203.lane2.NoIndex.L002	67869.0	284	57779.0	16	0.0	0
2192.H01a.Foot.278.lane2.NoIndex.L002	68769.0	1087	13401.0	24	6.0	1
2192.H07a.Bathroom.Door.Knob.3750.lane2.NoIndex.L002	89474.0	1325	218.0	7	19.0	2
2192.H02a.Bedroom.Floor.724.lane2.NoIndex.L002	107972.0	1616	4604.0	20	12.0	3
2192.H06b.Bathroom.Door.Knob.3174.lane2.NoIndex.L002	85276.0	786	11215.0	18	0.0	0
2192.H02a.Hand.679.lane2.NoIndex.L002	63872.0	414	42827.0	21	0.0	0
2192.H07b.Kitchen.Floor.3842.lane2.NoIndex.L002	82436.0	826	59000.0	22	8.0	2
2192.H06b.Bathroom.Door.Knob.3270.lane2.NoIndex.L002	80468.0	628	30850.0	18	0.0	0
2192.H07b.Bathroom.Door.Knob.4062.lane2.NoIndex.L002	107408.0	720	6813.0	19	11.0	1
2192.H01a.Foot.320.lane2.NoIndex.L002	84376.0	1099	7974.0	16	5.0	1
2192.H01a.Hand.127.lane2.NoIndex.L002	80717.0	310	70006.0	20	0.0	0
2192.H02a.Hand.823.lane2.NoIndex.L002	60836.0	551	45429.0	19	0.0	0
2192.H02a.Foot.752.lane2.NoIndex.L002	75368.0	898	4111.0	21	0.0	0
2192.H01a.Hand.250.lane2.NoIndex.L002	72612.0	305	55526.0	18	0.0	0
2192.H01a.Foot.248.lane2.NoIndex.L002	75574.0	1034	7096.0	22	15.0	1
2192.H01a.Hand.136.lane2.NoIndex.L002	66315.0	1141	4843.0	19	0.0	0
2192.H01a.Hand.280.lane2.NoIndex.L002	73822.0	605	41907.0	21	0.0	0
2192.H01a.Hand.106.lane2.NoIndex.L002	83160.0	929	7113.0	19	0.0	0
2192.H02a.Hand.751.lane2.NoIndex.L002	85696.0	950	4589.0	18	1.0	1
2192.H01a.Foot.104.lane2.NoIndex.L002	90715.0	1307	30052.0	21	32.0	1
2192.H07b.Bedroom.Floor.3988.lane2.NoIndex.L002	80135.0	1175	3395.0	16	81.0	4
2192.H07b.Kitchen.Floor.4082.lane2.NoIndex.L002	71737.0	591	4140.0	14	137.0	2
2192.H01a.Foot.233.lane2.NoIndex.L002	78288.0	231	63454.0	19	0.0	0
2192.H06b.Bathroom.Door.Knob.3246.lane2.NoIndex.L002	56776.0	660	14897.0	20	2.0	1
2192.H01a.Front.Door.Knob.317.lane2.NoIndex.L002	66714.0	2497	7437.0	23	44.0	2
2192.H02a.Front.Door.Knob.653.lane2.NoIndex.L002	58865.0	1161	5225.0	21	21.0	2
2192.H01a.Hand.208.lane2.NoIndex.L002	77153.0	204	55110.0	16	0.0	0
2192.H02a.Foot.824.lane2.NoIndex.L002	75276.0	1236	8142.0	23	0.0	0
2192.H01a.Foot.224.lane2.NoIndex.L002	76610.0	757	23259.0	23	0.0	0
2192.H01a.Foot.209.lane2.NoIndex.L002	65048.0	975	9914.0	22	0.0	0
2192.H01a.Foot.206.lane2.NoIndex.L002	75333.0	1439	5497.0	21	11.0	3
2192.H02a.Foot.632.lane2.NoIndex.L002	70315.0	810	47622.0	20	0.0	0
2192.H06b.Front.Door.Knob.3197.lane2.NoIndex.L002	86235.0	364	60395.0	19	0.0	0
2192.H01a.Foot.323.lane2.NoIndex.L002	73697.0	1076	8303.0	26	0.0	0
2192.H07b.Kitchen.Floor.3962.lane2.NoIndex.L002	68653.0	824	2811.0	16	48.0	1
2192.H07b.Front.Door.Knob.4061.lane2.NoIndex.L002	120191.0	1912	8677.0	17	59.0	5
2192.H06b.Kitchen.Light.Switch.3243.lane2.NoIndex.L002	72620.0	615	6861.0	18	0.0	0
2192.H02a.Front.Door.Knob.701.lane2.NoIndex.L002	80738.0	1477	6927.0	19	0.0	0
2192.H07a.Bathroom.Door.Knob.3774.lane2.NoIndex.L002	64982.0	860	3354.0	20	11.0	2
2192.H07b.Kitchen.Floor.4058.lane2.NoIndex.L002	105948.0	1501	21220.0	21	209.0	3
2192.H02a.Bedroom.Floor.796.lane2.NoIndex.L002	93208.0	1311	1451.0	15	35.0	1
2192.H04a.Kitchen.Light.Switch.2043.lane2.NoIndex.L002	92359.0	479	5293.0	14	0.0	0
2192.H07b.Kitchen.Counter.3841.lane2.NoIndex.L002	78530.0	1107	1296.0	13	9.0	3
2192.H07b.Kitchen.Counter.4081.lane2.NoIndex.L002	103918.0	661	3578.0	14	17.0	2
2192.H02a.Hand.607.lane2.NoIndex.L002	71553.0	1000	6321.0	16	0.0	0
2192.H07b.Kitchen.Counter.4057.lane2.NoIndex.L002	100447.0	1205	4777.0	21	8.0	4
2192.H02a.Kitchen.Counter.649.lane2.NoIndex.L002	67432.0	956	4959.0	17	2.0	1
2192.H07b.Bedroom.Floor.4012.lane2.NoIndex.L002	72526.0	591	115.0	3	0.0	0
2192.H04a.Kitchen.Floor.2042.lane2.NoIndex.L002	97581.0	824	2846.0	12	0.0	0
2192.H02a.Kitchen.Floor.914.lane2.NoIndex.L002	54322.0	2363	11812.0	20	34.0	3
2192.H01a.Bedroom.Floor.316.lane2.NoIndex.L002	53861.0	1041	6133.0	18	10.0	1
2192.H01a.Front.Door.Knob.245.lane2.NoIndex.L002	51193.0	504	18828.0	15	1.0	1
2192.H06b.Kitchen.Light.Switch.3195.lane2.NoIndex.L002	74138.0	791	9624.0	18	0.0	0
2192.H01a.Foot.110.lane2.NoIndex.L002	66457.0	521	52679.0	25	0.0	0
2192.H05b.Bedroom.Floor.2452.lane2.NoIndex.L002	100099.0	513	9389.0	15	0.0	0
2192.H02a.Bathroom.Door.Knob.750.lane2.NoIndex.L002	79718.0	1860	5662.0	16	18.0	4
2192.H01a.Bedroom.Floor.244.lane2.NoIndex.L002	36856.0	765	4593.0	20	59.0	2
2192.H02a.Foot.680.lane2.NoIndex.L002	74099.0	929	9102.0	14	0.0	0
2192.H04a.Front.Door.Knob.2045.lane2.NoIndex.L002	94841.0	390	9390.0	15	0.0	0
2192.H01a.Kitchen.Counter.193.lane2.NoIndex.L002	53438.0	853	1402.0	13	8.0	2
2192.H05b.Kitchen.Floor.2402.lane2.NoIndex.L002	88408.0	831	2622.0	11	15.0	2
2192.H02a.Kitchen.Counter.673.lane2.NoIndex.L002	70527.0	1585	3580.0	18	39.0	4
2192.H01a.Foot.113.lane2.NoIndex.L002	85068.0	732	1404.0	10	5.0	2
2192.H02a.Kitchen.Counter.721.lane2.NoIndex.L002	81554.0	1373	3992.0	20	33.0	1
2192.H07b.Kitchen.Floor.3866.lane2.NoIndex.L002	74668.0	1198	12711.0	19	94.0	3
2192.H06b.Front.Door.Knob.3269.lane2.NoIndex.L002	72940.0	835	34752.0	23	3.0	2
2192.H06b.Kitchen.Floor.3146.lane5.NoIndex.L005	43026.0	506	33566.0	22	1.0	1
2192.H04a.Kitchen.Floor.1850.lane5.NoIndex.L005	85395.0	563	11403.0	12	0.0	0
2192.H06b.Front.Door.Knob.3317.lane5.NoIndex.L005	54995.0	301	34819.0	21	1.0	1
2192.H05b.Nose.2793.lane5.NoIndex.L005	66807.0	536	47884.0	25	0.0	0
2192.H05b.Bathroom.Door.Knob.2574.lane5.NoIndex.L005	89153.0	785	6931.0	20	0.0	0
2192.H05b.Kitchen.Floor.2690.lane5.NoIndex.L005	72950.0	478	13608.0	14	20.0	2
2192.H05b.Foot.2651.lane5.NoIndex.L005	58422.0	1615	21258.0	20	3.0	3
2192.H05b.Kitchen.Counter.2569.lane5.NoIndex.L005	64337.0	1026	8842.0	24	1.0	1
2192.H03a.Foot.1256.lane5.NoIndex.L005	72297.0	2104	7417.0	21	7.0	2
2192.H04a.Nose.2103.lane5.NoIndex.L005	96155.0	640	42443.0	20	1.0	1
2192.H03a.Hand.1210.lane5.NoIndex.L005	50018.0	307	42373.0	18	0.0	0
2192.H06b.Kitchen.Floor.3338.lane5.NoIndex.L005	58882.0	672	51074.0	22	0.0	0
2192.H05b.Hand.2767.lane5.NoIndex.L005	61918.0	959	14259.0	19	4.0	1
2192.H05b.Bathroom.Door.Knob.2598.lane5.NoIndex.L005	77270.0	429	7307.0	14	1.0	1
2192.H05b.Bedroom.Floor.2740.lane5.NoIndex.L005	71820.0	1052	26813.0	22	12.0	3
2192.H05b.Nose.2676.lane5.NoIndex.L005	58930.0	255	51770.0	18	0.0	0
2192.H04a.Kitchen.Light.Switch.1803.lane5.NoIndex.L005	90811.0	797	8814.0	13	16.0	2
2192.H02a.Foot.872.lane5.NoIndex.L005	56561.0	1428	18449.0	26	4.0	1
2192.H05b.Kitchen.Light.Switch.2643.lane5.NoIndex.L005	82288.0	740	12892.0	21	2.0	2
2192.H06b.Front.Door.Knob.3293.lane5.NoIndex.L005	61611.0	1814	10868.0	24	25.0	5
2192.H04a.Nose.2076.lane5.NoIndex.L005	82464.0	606	59313.0	21	0.0	0
2192.H06b.Bathroom.Door.Knob.3150.lane5.NoIndex.L005	62774.0	870	21350.0	21	0.0	0
2192.H06b.Foot.3155.lane5.NoIndex.L005	55780.0	1170	2151.0	18	0.0	0
2192.H05b.Nose.2457.lane5.NoIndex.L005	70991.0	880	6286.0	17	0.0	0
2192.H05b.Nose.2409.lane5.NoIndex.L005	68445.0	597	7985.0	13	0.0	0
2192.H05b.Bathroom.Door.Knob.2670.lane5.NoIndex.L005	74840.0	703	35197.0	18	1.0	1
2192.H05b.Nose.2697.lane5.NoIndex.L005	59727.0	880	9852.0	25	0.0	0
2192.H05b.Nose.2673.lane5.NoIndex.L005	66671.0	1415	6093.0	22	4.0	2
2192.H05b.Front.Door.Knob.2597.lane5.NoIndex.L005	85372.0	234	79564.0	18	0.0	0
2192.H05b.Kitchen.Light.Switch.2739.lane5.NoIndex.L005	81365.0	517	33042.0	18	0.0	0
2192.H05b.Nose.2820.lane5.NoIndex.L005	65071.0	260	49868.0	19	1.0	1
2192.H06b.Kitchen.Counter.3337.lane5.NoIndex.L005	69323.0	908	7402.0	19	0.0	0
2192.H03a.Kitchen.Floor.1514.lane5.NoIndex.L005	85021.0	675	2873.0	7	1.0	1
2192.H04a.Kitchen.Counter.1825.lane5.NoIndex.L005	89252.0	736	18925.0	17	6.0	1
2192.H03a.Hand.1258.lane5.NoIndex.L005	51913.0	228	33034.0	18	0.0	0
2192.H02a.Hand.871.lane5.NoIndex.L005	53063.0	975	7433.0	17	0.0	0
2192.H05b.Hand.2743.lane5.NoIndex.L005	77653.0	1645	7250.0	24	4.0	2
2192.H06b.Bedroom.Floor.3364.lane5.NoIndex.L005	66232.0	1431	12769.0	24	2.0	1
2192.H05b.Foot.2891.lane5.NoIndex.L005	58032.0	1788	3585.0	21	40.0	2
2192.H05a.Nose.2433.lane5.NoIndex.L005	99882.0	1401	11271.0	24	0.0	0
2192.H04a.Nose.2007.lane5.NoIndex.L005	103811.0	1228	7185.0	19	1.0	1
2192.H03a.Foot.1211.lane5.NoIndex.L005	70025.0	1136	4248.0	21	0.0	0
2192.H05b.Front.Door.Knob.2717.lane5.NoIndex.L005	78293.0	484	71762.0	23	0.0	0
2192.H03a.Foot.1259.lane5.NoIndex.L005	59926.0	1146	3598.0	18	7.0	1
2192.H06b.Kitchen.Light.Switch.3339.lane5.NoIndex.L005	49928.0	740	24968.0	26	1.0	1
2192.H05b.Front.Door.Knob.2693.lane5.NoIndex.L005	86297.0	2143	15629.0	25	84.0	5
2192.H05b.Front.Door.Knob.2621.lane5.NoIndex.L005	86158.0	1672	11028.0	20	44.0	3
2192.H05b.Bedroom.Floor.2596.lane5.NoIndex.L005	67746.0	568	6993.0	14	0.0	0
2192.H05b.Nose.2505.lane5.NoIndex.L005	80052.0	560	60389.0	18	0.0	0
2192.H05b.Nose.2964.lane5.NoIndex.L005	48347.0	138	40791.0	16	0.0	0
2192.H05b.Kitchen.Counter.2665.lane5.NoIndex.L005	79612.0	911	7920.0	15	86.0	1
2192.H05b.Front.Door.Knob.2573.lane5.NoIndex.L005	92718.0	1374	25073.0	22	45.0	4
2192.H05b.Nose.2649.lane5.NoIndex.L005	56439.0	187	47987.0	15	0.0	0
2192.H03a.Foot.1214.lane5.NoIndex.L005	72572.0	1391	19059.0	21	5.0	1
2192.H06b.Front.Door.Knob.3341.lane5.NoIndex.L005	54930.0	644	21261.0	18	2.0	2
2192.H06b.Kitchen.Floor.3170.lane5.NoIndex.L005	57395.0	695	33824.0	17	3.0	2
2192.H05b.Bathroom.Door.Knob.2694.lane5.NoIndex.L005	88682.0	1171	5933.0	14	7.0	2
2192.H05b.Kitchen.Light.Switch.2715.lane5.NoIndex.L005	76763.0	835	3320.0	12	13.0	1
2192.H05b.Nose.2865.lane5.NoIndex.L005	76878.0	1211	12887.0	19	0.0	0
2192.H05b.Kitchen.Floor.2594.lane5.NoIndex.L005	93080.0	1096	22648.0	22	76.0	3
2192.H05b.Foot.2984.lane5.NoIndex.L005	55675.0	775	1099.0	11	19.0	1
2192.H03a.Foot.1238.lane5.NoIndex.L005	49774.0	377	40581.0	20	0.0	0
2192.H06b.Foot.3056.lane5.NoIndex.L005	63374.0	877	46527.0	24	20.0	1
2192.H06b.Bathroom.Door.Knob.3294.lane5.NoIndex.L005	55803.0	1194	5208.0	19	8.0	2
2192.H06b.Kitchen.Counter.3313.lane5.NoIndex.L005	66307.0	1364	9801.0	23	55.0	4
2192.H02a.Foot.920.lane5.NoIndex.L005	46326.0	381	40388.0	20	0.0	0
2192.H03a.Bedroom.Floor.1468.lane5.NoIndex.L005	66019.0	926	1061.0	12	14.0	2
2192.H06b.Bedroom.Floor.3340.lane5.NoIndex.L005	55841.0	1110	6977.0	21	8.0	2
2192.H04a.Kitchen.Floor.1826.lane5.NoIndex.L005	88263.0	1122	4795.0	13	6.0	2
2192.H05b.Bathroom.Door.Knob.2550.lane5.NoIndex.L005	49585.0	673	3092.0	18	5.0	1
2192.H05b.Kitchen.Floor.2714.lane5.NoIndex.L005	71733.0	661	7607.0	15	6.0	2
2192.H05b.Kitchen.Light.Switch.2595.lane5.NoIndex.L005	43921.0	492	8705.0	14	10.0	2
2192.H05b.Nose.2889.lane5.NoIndex.L005	63848.0	960	8797.0	14	0.0	0
2192.H05b.Hand.2839.lane5.NoIndex.L005	70303.0	1337	2959.0	13	2.0	1
2192.H04a.Bedroom.Floor.1852.lane5.NoIndex.L005	87600.0	777	11589.0	17	0.0	0
2192.H07a.Kitchen.Light.Switch.3627.lane5.NoIndex.L005	62348.0	832	16401.0	19	3.0	1
2192.H05b.Kitchen.Counter.2689.lane5.NoIndex.L005	97011.0	1711	11791.0	29	275.0	4
2192.H04a.Dog.Nose.1968.lane6.NoIndex.L006	77898.0	1365	5942.0	27	8.0	1
2192.H01a.Nose.18.lane6.NoIndex.L006	86003.0	329	65391.0	21	0.0	0
2192.H06b.Nose.3063.lane6.NoIndex.L006	77021.0	145	71732.0	20	0.0	0
2192.H06b.Foot.3320.lane6.NoIndex.L006	83381.0	867	5368.0	28	76.0	2
2192.H03a.Nose.1263.lane6.NoIndex.L006	54617.0	911	4041.0	21	5.0	1
2192.H05b.Front.Door.Knob.2789.lane6.NoIndex.L006	55022.0	629	25231.0	24	0.0	0
2192.H06b.Foot.3224.lane6.NoIndex.L006	66990.0	1090	12240.0	21	11.0	2
2192.H06a.Nose.3039.lane6.NoIndex.L006	71007.0	877	16221.0	16	1.0	1
2192.H05b.Bathroom.Door.Knob.2790.lane6.NoIndex.L006	70788.0	445	34258.0	18	0.0	0
2192.H06b.Nose.3159.lane6.NoIndex.L006	73377.0	884	16615.0	17	2.0	1
2192.H05b.Kitchen.Light.Switch.2787.lane6.NoIndex.L006	78908.0	648	10279.0	15	3.0	1
2192.H03a.Nose.1455.lane6.NoIndex.L006	84633.0	389	71514.0	21	0.0	0
2192.H07b.Hand.4087.lane6.NoIndex.L006	75663.0	2495	1861.0	24	55.0	4
2192.H03a.Foot.1520.lane6.NoIndex.L006	61641.0	1965	3625.0	22	83.0	2
2192.H06b.Nose.3204.lane6.NoIndex.L006	74425.0	733	4831.0	14	0.0	0
2192.H06b.Nose.3105.lane6.NoIndex.L006	72835.0	846	15248.0	19	6.0	2
2192.H01a.Nose.36.lane6.NoIndex.L006	82636.0	1164	43716.0	25	20.0	3
2192.H07a.Cat.Paw.3757.lane6.NoIndex.L006	89137.0	577	7140.0	17	0.0	0
2192.H07a.Nose.3732.lane6.NoIndex.L006	72404.0	490	2279.0	13	0.0	0
2192.H06b.Nose.3153.lane6.NoIndex.L006	78421.0	177	71878.0	19	0.0	0
2192.H06b.Nose.3372.lane6.NoIndex.L006	68741.0	1179	8221.0	18	0.0	0
2192.H07b.Foot.4163.lane6.NoIndex.L006	81504.0	261	55096.0	20	1.0	1
2192.H03a.Foot.1523.lane6.NoIndex.L006	75926.0	699	3603.0	17	6.0	1
2192.H04a.Bedroom.Floor.1924.lane6.NoIndex.L006	87409.0	588	6285.0	11	0.0	0
2192.H07a.Nose.3756.lane6.NoIndex.L006	69894.0	660	60067.0	26	1.0	1
2192.H07b.Bedroom.Floor.4156.lane6.NoIndex.L006	64082.0	1220	1645.0	18	9.0	2
2192.H04a.Hand.1858.lane6.NoIndex.L006	75403.0	1156	1305.0	14	1.0	1
2192.H07b.Foot.4136.lane6.NoIndex.L006	58703.0	792	2500.0	13	1.0	1
2192.H03a.Nose.1257.lane6.NoIndex.L006	66415.0	2987	28829.0	25	50.0	5
2192.H04a.Dog.Nose.2112.lane6.NoIndex.L006	82706.0	938	27438.0	21	0.0	0
2192.H03a.Nose.1329.lane6.NoIndex.L006	33849.0	236	1239.0	6	0.0	0
2192.H03a.Hand.1522.lane6.NoIndex.L006	65460.0	919	2863.0	17	13.0	3
2192.H06b.Hand.3181.lane6.NoIndex.L006	67041.0	2324	1533.0	21	60.0	3
2192.H06b.Nose.3057.lane6.NoIndex.L006	71339.0	627	38488.0	24	0.0	0
2192.H03a.Foot.1355.lane6.NoIndex.L006	52894.0	1117	34274.0	23	18.0	6
2192.H06b.Nose.3111.lane6.NoIndex.L006	64306.0	1047	18870.0	22	0.0	0
2192.H07b.Cat.Fur.3854.lane6.NoIndex.L006	61859.0	909	24255.0	20	21.0	2
2192.H04a.Kitchen.Floor.1922.lane6.NoIndex.L006	83101.0	430	13711.0	21	0.0	0
2192.H06b.Nose.3303.lane6.NoIndex.L006	66754.0	1026	22781.0	23	0.0	0
2192.H06b.Hand.3223.lane6.NoIndex.L006	69404.0	663	16177.0	21	0.0	0
2192.H05a.Foot.5007.lane6.NoIndex.L006	72077.0	154	49343.0	20	0.0	0
2192.H03a.Nose.1311.lane6.NoIndex.L006	54253.0	421	4763.0	13	0.0	0
2192.H07b.Cat.Fur.4022.lane6.NoIndex.L006	78874.0	509	5962.0	17	0.0	0
2192.H06b.Foot.3368.lane6.NoIndex.L006	78690.0	1086	2702.0	17	13.0	2
2192.H07a.Cat.Fur.3662.lane6.NoIndex.L006	64425.0	577	4213.0	16	0.0	0
2192.H06a.Nose.3036.lane6.NoIndex.L006	70175.0	520	3692.0	12	10.0	1
2192.H04a.Dog.Nose.2064.lane6.NoIndex.L006	83743.0	938	3086.0	14	122.0	2
