	N	S	N_sporeN	S_sporeN	N_sporeY	S_sporeY	temp
1883.2007.341.Crump.Artic.LTREB.main.lane2.NoIndex	71573.0	2756	4.0	1	4.0	1	11.2
1883.2007.343.Crump.Artic.LTREB.main.lane2.NoIndex	70621.0	3393	1.0	1	6.0	5	11.9
1883.2007.391.Crump.Artic.LTREB.main.lane2.NoIndex	55512.0	1671	0.0	0	6.0	2	14.8
1883.2007.4.Crump.Artic.LTREB.main.lane2.NoIndex	72060.0	2852	23.0	3	8.0	2	10.5
1883.2007.485.Crump.Artic.LTREB.main.lane2.NoIndex	76973.0	3803	2.0	2	2.0	2	13.9
1883.2007.486.Crump.Artic.LTREB.main.lane2.NoIndex	47373.0	3174	2.0	2	17.0	3	13.2
1883.2007.487.Crump.Artic.LTREB.main.lane2.NoIndex	83048.0	2423	141.0	2	4.0	3	15.4
1883.2007.488.Crump.Artic.LTREB.main.lane2.NoIndex	57302.0	1674	29.0	3	2.0	1	15.4
1883.2007.489.Crump.Artic.LTREB.main.lane2.NoIndex	78395.0	1826	2.0	1	1.0	1	15.4
1883.2007.49.Crump.Artic.LTREB.main.lane2.NoIndex	60504.0	2264	196.0	3	1.0	1	15.4
1883.2007.491.Crump.Artic.LTREB.main.lane2.NoIndex	85497.0	2520	22.0	2	0.0	0	15.4
1883.2007.492.Crump.Artic.LTREB.main.lane2.NoIndex	67251.0	3071	5.0	2	5.0	1	13.8
1883.2007.493.Crump.Artic.LTREB.main.lane2.NoIndex	79526.0	1631	2.0	2	3.0	2	15.7
1883.2007.494.Crump.Artic.LTREB.main.lane2.NoIndex	62563.0	2658	6.0	2	4.0	1	15.4
1883.2007.495.Crump.Artic.LTREB.main.lane2.NoIndex	76142.0	4040	2.0	2	5.0	4	14.9
1883.2007.497.Crump.Artic.LTREB.main.lane2.NoIndex	44107.0	3533	1.0	1	6.0	3	14.8
1883.2007.498.Crump.Artic.LTREB.main.lane2.NoIndex	94653.0	1431	2.0	1	1.0	1	14.8
1883.2007.499.Crump.Artic.LTREB.main.lane2.NoIndex	73974.0	1868	6.0	1	0.0	0	14.8
1883.2007.5.Crump.Artic.LTREB.main.lane2.NoIndex	94549.0	2442	2.0	1	0.0	0	14.8
1883.2007.501.Crump.Artic.LTREB.main.lane2.NoIndex	93555.0	1332	1.0	1	0.0	0	14.8
1883.2007.502.Crump.Artic.LTREB.main.lane2.NoIndex	88328.0	1223	1.0	1	0.0	0	14.8
1883.2007.503.Crump.Artic.LTREB.main.lane2.NoIndex	81165.0	1821	11.0	1	0.0	0	14.8
1883.2007.504.Crump.Artic.LTREB.main.lane2.NoIndex	64170.0	3589	6.0	1	7.0	2	16.3
1883.2007.505.Crump.Artic.LTREB.main.lane2.NoIndex	76257.0	1442	1.0	1	0.0	0	16.3
1883.2007.506.Crump.Artic.LTREB.main.lane2.NoIndex	85036.0	1765	1.0	1	0.0	0	16.3
1883.2007.507.Crump.Artic.LTREB.main.lane2.NoIndex	76475.0	1523	0.0	0	1.0	1	16.3
1883.2007.509.Crump.Artic.LTREB.main.lane2.NoIndex	84819.0	1708	3.0	1	0.0	0	16.3
1883.2007.511.Crump.Artic.LTREB.main.lane2.NoIndex	72120.0	2702	0.0	0	3.0	1	17.6
1883.2007.512.Crump.Artic.LTREB.main.lane2.NoIndex	93658.0	1562	0.0	0	2.0	1	16.8
1883.2007.515.Crump.Artic.LTREB.main.lane2.NoIndex	59058.0	961	17.0	1	29.0	3	16.3
1883.2007.52.Crump.Artic.LTREB.main.lane2.NoIndex	104749.0	762	1.0	1	0.0	0	17.66
1883.2007.523.Crump.Artic.LTREB.main.lane2.NoIndex	67103.0	2584	0.0	0	4.0	2	13.9
1883.2007.524.Crump.Artic.LTREB.main.lane2.NoIndex	72765.0	1985	1.0	1	0.0	0	18.4
1883.2007.526.Crump.Artic.LTREB.main.lane2.NoIndex	66461.0	1065	4.0	1	0.0	0	13.9
1883.2007.527.Crump.Artic.LTREB.main.lane2.NoIndex	72669.0	1119	1.0	1	0.0	0	13.9
1883.2007.528.Crump.Artic.LTREB.main.lane2.NoIndex	84661.0	1426	2.0	1	0.0	0	13.9
1883.2007.529.Crump.Artic.LTREB.main.lane2.NoIndex	81237.0	1540	1.0	1	2.0	1	13.9
1883.2007.53.Crump.Artic.LTREB.main.lane2.NoIndex	74692.0	1329	2.0	1	0.0	0	13.9
1883.2007.533.Crump.Artic.LTREB.main.lane2.NoIndex	68429.0	1027	1.0	1	0.0	0	18.4
1883.2007.535.Crump.Artic.LTREB.main.lane2.NoIndex	67757.0	875	1.0	1	0.0	0	18.4
1883.2007.536.Crump.Artic.LTREB.main.lane2.NoIndex	60544.0	974	0.0	0	2.0	2	18.4
1883.2007.549.Crump.Artic.LTREB.main.lane2.NoIndex	56742.0	2329	1.0	1	135.0	4	6.8
1883.2007.55.Crump.Artic.LTREB.main.lane2.NoIndex	36671.0	1209	11.0	1	0.0	0	10.1
1883.2008.001.Crump.Artic.LTREB.main.lane2.NoIndex	65728.0	3185	3.0	2	8.0	3	11.9
1883.2008.002.Crump.Artic.LTREB.main.lane2.NoIndex	46232.0	3341	5.0	3	4.0	3	16.4
1883.2008.003.Crump.Artic.LTREB.main.lane2.NoIndex	63900.0	4651	9.0	3	29.0	4	8.9
1883.2008.004.Crump.Artic.LTREB.main.lane2.NoIndex	73279.0	1480	2.0	1	1.0	1	5.89
1883.2008.005.Crump.Artic.LTREB.main.lane2.NoIndex	86032.0	1518	6.0	1	1.0	1	3.99
1883.2008.006.Crump.Artic.LTREB.main.lane2.NoIndex	59847.0	1406	0.0	0	1.0	1	9.73
1883.2008.011.Crump.Artic.LTREB.main.lane2.NoIndex	70284.0	4078	3.0	2	20.0	3	13.5
1883.2008.012.Crump.Artic.LTREB.main.lane2.NoIndex	74647.0	1425	2.0	1	2.0	1	12.28
1883.2008.014.Crump.Artic.LTREB.main.lane2.NoIndex	59134.0	2735	2.0	1	6.0	4	12.8
1883.2008.015.Crump.Artic.LTREB.main.lane2.NoIndex	53012.0	1313	0.0	0	1.0	1	9.67
1883.2008.018.Crump.Artic.LTREB.main.lane2.NoIndex	48711.0	2800	0.0	0	24.0	2	10.1
1883.2008.019.Crump.Artic.LTREB.main.lane2.NoIndex	69636.0	1411	1.0	1	0.0	0	10.5
1883.2008.02.Crump.Artic.LTREB.main.lane2.NoIndex	67613.0	1454	3.0	1	0.0	0	4.56
1883.2008.021.Crump.Artic.LTREB.main.lane2.NoIndex	79660.0	1493	1.0	1	0.0	0	12.29
1883.2008.022.Crump.Artic.LTREB.main.lane2.NoIndex	69491.0	1353	1.0	1	0.0	0	5.65
1883.2008.023.Crump.Artic.LTREB.main.lane2.NoIndex	54283.0	4026	4.0	3	13.0	3	14.6
1883.2008.024.Crump.Artic.LTREB.main.lane2.NoIndex	75393.0	1115	1.0	1	1.0	1	13.79
1883.2008.025.Crump.Artic.LTREB.main.lane2.NoIndex	57618.0	1210	0.0	0	4.0	3	6.96
1883.2008.026.Crump.Artic.LTREB.main.lane2.NoIndex	68993.0	1081	0.0	0	3.0	2	13.7
1883.2008.027.Crump.Artic.LTREB.main.lane2.NoIndex	67488.0	3578	3.0	2	2.0	1	12.7
1883.2008.029.Crump.Artic.LTREB.main.lane2.NoIndex	63870.0	3180	0.0	0	5.0	2	15.0
1883.2008.03.Crump.Artic.LTREB.main.lane2.NoIndex	48870.0	1114	0.0	0	6.0	1	14.8
1883.2008.031.Crump.Artic.LTREB.main.lane2.NoIndex	31255.0	3771	2.0	1	23.0	2	9.9
1883.2008.032.Crump.Artic.LTREB.main.lane2.NoIndex	48796.0	2875	2.0	1	16.0	3	14.0
1883.2008.033.Crump.Artic.LTREB.main.lane2.NoIndex	53796.0	1331	0.0	0	1.0	1	15.4
1883.2008.034.Crump.Artic.LTREB.main.lane2.NoIndex	58637.0	1289	0.0	0	2.0	1	16.0
1883.2008.035.Crump.Artic.LTREB.main.lane2.NoIndex	63487.0	1861	1.0	1	14.0	1	15.9
1883.2008.037.Crump.Artic.LTREB.main.lane2.NoIndex	55679.0	889	1.0	1	0.0	0	16.6
1883.2008.042.Crump.Artic.LTREB.main.lane2.NoIndex	53965.0	1296	0.0	0	1.0	1	17.2
1883.2008.043.Crump.Artic.LTREB.main.lane2.NoIndex	69039.0	2076	1.0	1	0.0	0	16.9
1883.2008.045.Crump.Artic.LTREB.main.lane2.NoIndex	54354.0	1021	1.0	1	0.0	0	14.3
1883.2008.046.Crump.Artic.LTREB.main.lane2.NoIndex	45648.0	1186	0.0	0	1.0	1	12.2
1883.2008.055.Crump.Artic.LTREB.main.lane2.NoIndex	62464.0	1358	3.0	2	0.0	0	17.5
1883.2008.061.Crump.Artic.LTREB.main.lane2.NoIndex	159050.0	1623	0.0	0	6.0	1	9.8
1883.2008.062.Crump.Artic.LTREB.main.lane2.NoIndex	81191.0	1383	0.0	0	11.0	1	12.2
1883.2008.066.Crump.Artic.LTREB.main.lane2.NoIndex	94704.0	1096	1.0	1	1.0	1	16.4
1883.2008.067.Crump.Artic.LTREB.main.lane2.NoIndex	161379.0	2142	2.0	2	9.0	2	17.7
1883.2008.07.Crump.Artic.LTREB.main.lane2.NoIndex	66154.0	4828	10.0	3	25.0	3	9.1
1883.2008.072.Crump.Artic.LTREB.main.lane2.NoIndex	28198.0	3350	2.0	1	3.0	1	10.9
1883.2008.073.Crump.Artic.LTREB.main.lane2.NoIndex	42087.0	3819	17.0	4	7.0	4	14.1
1883.2008.075.Crump.Artic.LTREB.main.lane2.NoIndex	41129.0	3757	9.0	4	24.0	7	13.7
1883.2008.079.Crump.Artic.LTREB.main.lane2.NoIndex	49063.0	3742	2.0	2	12.0	4	16.5
1883.2008.08.Crump.Artic.LTREB.main.lane2.NoIndex	41573.0	2724	0.0	0	2.0	1	13.7
1883.2008.081.Crump.Artic.LTREB.main.lane2.NoIndex	42050.0	1798	5.0	3	6.0	3	13.3
1883.2008.082.Crump.Artic.LTREB.main.lane2.NoIndex	38745.0	3792	1.0	1	19.0	2	8.8
1883.2008.083.Crump.Artic.LTREB.main.lane2.NoIndex	40519.0	2267	1.0	1	1.0	1	13.6
1883.2008.084.Crump.Artic.LTREB.main.lane2.NoIndex	60201.0	1229	4.0	3	1.0	1	12.28
1883.2008.085.Crump.Artic.LTREB.main.lane2.NoIndex	63121.0	1172	5.0	3	1.0	1	4.96
1883.2008.138.Crump.Artic.LTREB.main.lane2.NoIndex	61546.0	3724	5.0	3	5.0	1	7.0
1883.2008.188.Crump.Artic.LTREB.main.lane2.NoIndex	67294.0	3612	2.0	1	5.0	1	13.8
1883.2008.189.Crump.Artic.LTREB.main.lane2.NoIndex	77022.0	4055	3.0	2	2.0	2	13.9
1883.2008.19.Crump.Artic.LTREB.main.lane2.NoIndex	72857.0	2821	1.0	1	3.0	3	8.5
1883.2008.191.Crump.Artic.LTREB.main.lane2.NoIndex	52982.0	1021	1.0	1	1.0	1	14.92
1883.2008.193.Crump.Artic.LTREB.main.lane2.NoIndex	75517.0	1308	4.0	3	1.0	1	15.59
1883.2008.194.Crump.Artic.LTREB.main.lane2.NoIndex	108439.0	1349	1.0	1	1.0	1	7.44
1883.2008.196.Crump.Artic.LTREB.main.lane2.NoIndex	43988.0	1299	0.0	0	1.0	1	15.78
1883.2008.201.Crump.Artic.LTREB.main.lane2.NoIndex	64355.0	1110	0.0	0	3.0	1	14.9
1883.2008.202.Crump.Artic.LTREB.main.lane2.NoIndex	97573.0	1208	5.0	2	0.0	0	15.74
1883.2008.204.Crump.Artic.LTREB.main.lane2.NoIndex	84480.0	3783	3.0	2	4.0	3	14.9
1883.2008.205.Crump.Artic.LTREB.main.lane2.NoIndex	78203.0	4104	5.0	2	10.0	3	9.7
1883.2008.207.Crump.Artic.LTREB.main.lane2.NoIndex	39950.0	3798	3.0	1	56.0	2	5.16
1883.2008.208.Crump.Artic.LTREB.main.lane2.NoIndex	78985.0	1265	3.0	1	1.0	1	15.56
1883.2008.209.Crump.Artic.LTREB.main.lane2.NoIndex	81790.0	1180	0.0	0	1.0	1	5.95
1883.2008.21.Crump.Artic.LTREB.main.lane2.NoIndex	69829.0	1402	1.0	1	2.0	1	10.5
1883.2008.212.Crump.Artic.LTREB.main.lane2.NoIndex	62340.0	2728	29.0	2	12.0	1	9.67
1883.2008.215.Crump.Artic.LTREB.main.lane2.NoIndex	60734.0	2110	1.0	1	1.0	1	14.33
1883.2008.216.Crump.Artic.LTREB.main.lane2.NoIndex	119488.0	4392	4.0	2	9.0	5	14.7
1883.2008.217.Crump.Artic.LTREB.main.lane2.NoIndex	87018.0	3464	2.0	2	1.0	1	13.7
1883.2008.219.Crump.Artic.LTREB.main.lane2.NoIndex	87395.0	3394	7.0	2	9.0	4	13.3
1883.2008.22.Crump.Artic.LTREB.main.lane2.NoIndex	17350.0	2487	2.0	1	1.0	1	12.8
1883.2008.223.Crump.Artic.LTREB.main.lane2.NoIndex	53652.0	3220	3.0	1	2.0	2	13.0
1883.2008.225.Crump.Artic.LTREB.main.lane2.NoIndex	91480.0	1233	1.0	1	1.0	1	5.28
1883.2008.226.Crump.Artic.LTREB.main.lane2.NoIndex	84599.0	1348	0.0	0	1.0	1	13.88
1883.2008.24.Crump.Artic.LTREB.main.lane2.NoIndex	63313.0	433	75.0	1	0.0	0	14.4
1883.2008.241.Crump.Artic.LTREB.main.lane2.NoIndex	72952.0	1182	1.0	1	1.0	1	14.2
1883.2008.252.Crump.Artic.LTREB.main.lane2.NoIndex	73505.0	1230	0.0	0	2.0	1	14.4
1883.2008.254.Crump.Artic.LTREB.main.lane2.NoIndex	162625.0	2431	3.0	1	9.0	3	14.9
1883.2008.257.Crump.Artic.LTREB.main.lane2.NoIndex	71069.0	1293	5.0	3	0.0	0	15.4
1883.2008.258.Crump.Artic.LTREB.main.lane2.NoIndex	67873.0	1981	1.0	1	0.0	0	14.1
1883.2008.264.Crump.Artic.LTREB.main.lane2.NoIndex	62928.0	3868	4.0	1	1.0	1	10.2
1883.2008.265.Crump.Artic.LTREB.main.lane2.NoIndex	67548.0	2456	1.0	1	3.0	1	9.6
1883.2008.269.Crump.Artic.LTREB.main.lane2.NoIndex	86445.0	1143	1.0	1	1.0	1	5.3
1883.2008.318.Crump.Artic.LTREB.main.lane2.NoIndex	42646.0	4089	5.0	2	14.0	1	8.4
1883.2008.323.Crump.Artic.LTREB.main.lane2.NoIndex	43330.0	4040	4.0	4	4.0	2	11.6
1883.2008.349.Crump.Artic.LTREB.main.lane2.NoIndex	13369.0	1105	1.0	1	0.0	0	13.2
1883.2008.356.Crump.Artic.LTREB.main.lane2.NoIndex	45282.0	4213	29.0	2	48.0	3	6.7
1883.2008.359.Crump.Artic.LTREB.main.lane2.NoIndex	39579.0	2390	7.0	3	2.0	1	7.3
1883.2008.36.Crump.Artic.LTREB.main.lane2.NoIndex	46165.0	1775	5.0	2	1.0	1	7.9
1883.2008.362.Crump.Artic.LTREB.main.lane2.NoIndex	41639.0	2161	6.0	1	1.0	1	8.1
1883.2008.363.Crump.Artic.LTREB.main.lane2.NoIndex	49634.0	1002	36.0	7	2.0	1	10.11
1883.2008.364.Crump.Artic.LTREB.main.lane2.NoIndex	60098.0	615	17.0	2	0.0	0	5.46
1883.2008.366.Crump.Artic.LTREB.main.lane2.NoIndex	51654.0	624	1.0	1	2.0	1	2.59
1883.2008.368.Crump.Artic.LTREB.main.lane2.NoIndex	78306.0	3120	4.0	2	26.0	3	8.0
1883.2008.37.Crump.Artic.LTREB.main.lane2.NoIndex	56860.0	4400	25.0	2	22.0	2	3.2
1883.2008.374.Crump.Artic.LTREB.main.lane2.NoIndex	88633.0	1207	1.0	1	0.0	0	9.74
1883.2008.375.Crump.Artic.LTREB.main.lane2.NoIndex	60504.0	1757	3.0	1	0.0	0	8.62
1883.2008.376.Crump.Artic.LTREB.main.lane2.NoIndex	59691.0	1499	1.0	1	0.0	0	9.01
1883.2008.377.Crump.Artic.LTREB.main.lane2.NoIndex	41123.0	1364	0.0	0	1.0	1	8.99
1883.2008.378.Crump.Artic.LTREB.main.lane2.NoIndex	85746.0	3370	9.0	1	0.0	0	4.7
1883.2008.379.Crump.Artic.LTREB.main.lane2.NoIndex	65448.0	1199	0.0	0	1.0	1	8.81
1883.2008.38.Crump.Artic.LTREB.main.lane2.NoIndex	105521.0	1463	1.0	1	0.0	0	8.65
1883.2008.383.Crump.Artic.LTREB.main.lane2.NoIndex	91787.0	1537	3.0	3	0.0	0	9.56
1883.2008.384.Crump.Artic.LTREB.main.lane2.NoIndex	75485.0	2641	2.0	2	4.0	2	8.4
1883.2008.385.Crump.Artic.LTREB.main.lane2.NoIndex	57866.0	4308	33.0	3	38.0	5	4.4
1883.2008.386.Crump.Artic.LTREB.main.lane2.NoIndex	111434.0	1394	1.0	1	0.0	0	9.11
1883.2008.387.Crump.Artic.LTREB.main.lane2.NoIndex	98043.0	1246	2.0	1	0.0	0	5.29
1883.2008.388.Crump.Artic.LTREB.main.lane2.NoIndex	127161.0	1810	8.0	1	0.0	0	8.81
1883.2008.389.Crump.Artic.LTREB.main.lane2.NoIndex	70757.0	2465	5.0	2	0.0	0	8.43
1883.2008.39.Crump.Artic.LTREB.main.lane2.NoIndex	61274.0	4692	8.0	3	11.0	4	3.8
1883.2008.391.Crump.Artic.LTREB.main.lane2.NoIndex	106750.0	2549	2.0	1	7.0	2	6.88
1883.2008.392.Crump.Artic.LTREB.main.lane2.NoIndex	82619.0	1446	1.0	1	1.0	1	6.44
1883.2008.393.Crump.Artic.LTREB.main.lane2.NoIndex	98242.0	2538	3.0	1	3.0	2	7.1
1883.2008.394.Crump.Artic.LTREB.main.lane2.NoIndex	124698.0	3785	8.0	2	10.0	5	8.0
1883.2008.395.Crump.Artic.LTREB.main.lane2.NoIndex	79498.0	2868	1.0	1	0.0	0	7.96
1883.2008.396.Crump.Artic.LTREB.main.lane2.NoIndex	107901.0	4200	7.0	2	10.0	3	8.5
1883.2008.397.Crump.Artic.LTREB.main.lane2.NoIndex	104814.0	3005	1.0	1	3.0	2	7.4
1883.2008.398.Crump.Artic.LTREB.main.lane2.NoIndex	67974.0	4595	7.0	3	21.0	2	6.2
1883.2008.399.Crump.Artic.LTREB.main.lane2.NoIndex	87675.0	3256	3.0	2	2.0	2	7.8
1883.2008.4.Crump.Artic.LTREB.main.lane2.NoIndex	80516.0	1254	2.0	1	1.0	1	9.38
1883.2008.401.Crump.Artic.LTREB.main.lane2.NoIndex	73581.0	973	1.0	1	0.0	0	5.47
1883.2008.452.Crump.Artic.LTREB.main.lane2.NoIndex	84105.0	2373	11.0	2	3.0	2	9.9
1883.2008.455.Crump.Artic.LTREB.main.lane2.NoIndex	101910.0	2318	6.0	2	2.0	2	9.4
1883.2008.456.Crump.Artic.LTREB.main.lane2.NoIndex	47594.0	1309	0.0	0	2.0	1	7.9
1883.2008.457.Crump.Artic.LTREB.main.lane2.NoIndex	227229.0	2650	33.0	3	2.0	1	9.0
1883.2008.458.Crump.Artic.LTREB.main.lane2.NoIndex	84420.0	1103	14.0	2	0.0	0	8.8
1883.2008.462.Crump.Artic.LTREB.main.lane2.NoIndex	64976.0	2201	3.0	3	0.0	0	8.1
1883.2008.484.Crump.Artic.LTREB.main.lane3.NoIndex	46716.0	2473	3.0	2	5.0	3	9.4
1883.2008.485.Crump.Artic.LTREB.main.lane3.NoIndex	89767.0	2585	3.0	2	6.0	3	8.7
1883.2008.487.Crump.Artic.LTREB.main.lane3.NoIndex	76916.0	3071	10.0	3	6.0	3	8.5
1883.2008.488.Crump.Artic.LTREB.main.lane3.NoIndex	90019.0	1103	4.0	2	0.0	0	9.51
1883.2008.497.Crump.Artic.LTREB.main.lane3.NoIndex	60586.0	3709	0.0	0	5.0	2	1.6
1883.2008.503.Crump.Artic.LTREB.main.lane3.NoIndex	70589.0	1479	0.0	0	1.0	1	2.7
1883.2008.504.Crump.Artic.LTREB.main.lane3.NoIndex	77382.0	3436	1.0	1	5.0	2	3.5
1883.2008.522.Crump.Artic.LTREB.main.lane3.NoIndex	68436.0	1155	1.0	1	0.0	0	11.89
1883.2008.525.Crump.Artic.LTREB.main.lane3.NoIndex	70631.0	1079	0.0	0	1.0	1	13.88
1883.2008.534.Crump.Artic.LTREB.main.lane3.NoIndex	1221.0	197	1.0	1	0.0	0	11.34
1883.2008.536.Crump.Artic.LTREB.main.lane3.NoIndex	136985.0	1451	3.0	1	0.0	0	13.78
1883.2008.545.Crump.Artic.LTREB.main.lane3.NoIndex	63030.0	915	0.0	0	1.0	1	10.88
1883.2008.55.Crump.Artic.LTREB.main.lane3.NoIndex	81463.0	981	1.0	1	0.0	0	10.85
1883.2008.551.Crump.Artic.LTREB.main.lane3.NoIndex	95343.0	1082	1.0	1	0.0	0	10.84
1883.2008.556.Crump.Artic.LTREB.main.lane3.NoIndex	88726.0	1133	2.0	1	0.0	0	11.01
1883.2008.557.Crump.Artic.LTREB.main.lane3.NoIndex	86564.0	1125	0.0	0	1.0	1	10.97
1883.2008.559.Crump.Artic.LTREB.main.lane3.NoIndex	106440.0	1864	2.0	1	3.0	1	9.8
1883.2008.56.Crump.Artic.LTREB.main.lane3.NoIndex	111922.0	1426	0.0	0	2.0	1	10.99
1883.2008.561.Crump.Artic.LTREB.main.lane4.NoIndex	90370.0	1486	3.0	2	0.0	0	10.71
1883.2009.004.Crump.Artic.LTREB.main.lane3.NoIndex	101374.0	2858	5.0	1	3.0	1	8.1
1883.2009.005.Crump.Artic.LTREB.main.lane3.NoIndex	131581.0	3475	3.0	3	12.0	3	9.0
1883.2009.006.Crump.Artic.LTREB.main.lane3.NoIndex	140742.0	4691	14.0	5	38.0	5	6.4
1883.2009.007.Crump.Artic.LTREB.main.lane3.NoIndex	152639.0	5223	13.0	2	53.0	7	7.2
1883.2009.008.Crump.Artic.LTREB.main.lane3.NoIndex	193724.0	3269	2.0	1	57.0	4	4.81
1883.2009.009.Crump.Artic.LTREB.main.lane3.NoIndex	43265.0	1581	0.0	0	3.0	1	3.25
1883.2009.01.Crump.Artic.LTREB.main.lane3.NoIndex	115168.0	4394	13.0	2	32.0	7	5.5
1883.2009.011.Crump.Artic.LTREB.main.lane3.NoIndex	58307.0	3855	19.0	3	22.0	2	9.0
1883.2009.012.Crump.Artic.LTREB.main.lane3.NoIndex	105268.0	3241	6.0	2	5.0	1	10.7
1883.2009.014.Crump.Artic.LTREB.main.lane3.NoIndex	41129.0	2343	10.0	2	11.0	2	10.2
1883.2009.015.Crump.Artic.LTREB.main.lane3.NoIndex	38235.0	3185	12.0	4	8.0	3	13.9
1883.2009.016.Crump.Artic.LTREB.main.lane3.NoIndex	42568.0	4019	2.0	1	17.0	4	7.2
1883.2009.027.Crump.Artic.LTREB.main.lane3.NoIndex	44542.0	2427	1.0	1	6.0	4	11.6
1883.2009.03.Crump.Artic.LTREB.main.lane3.NoIndex	41096.0	2625	2.0	1	10.0	1	8.7
1883.2009.031.Crump.Artic.LTREB.main.lane3.NoIndex	109219.0	6418	8.0	2	45.0	5	7.8
1883.2009.036.Crump.Artic.LTREB.main.lane3.NoIndex	128438.0	4598	10.0	3	36.0	7	10.6
1883.2009.04.Crump.Artic.LTREB.main.lane3.NoIndex	95624.0	5101	4.0	3	24.0	6	9.8
1883.2009.042.Crump.Artic.LTREB.main.lane3.NoIndex	147395.0	3725	4.0	2	14.0	5	13.0
1883.2009.043.Crump.Artic.LTREB.main.lane3.NoIndex	40188.0	2303	1.0	1	16.0	3	13.8
1883.2009.044.Crump.Artic.LTREB.main.lane3.NoIndex	80754.0	1473	0.0	0	14.0	2	11.9
1883.2009.045.Crump.Artic.LTREB.main.lane3.NoIndex	175583.0	4699	2.0	2	51.0	5	9.8
1883.2009.046.Crump.Artic.LTREB.main.lane3.NoIndex	133652.0	4472	15.0	4	15.0	4	12.8
1883.2009.047.Crump.Artic.LTREB.main.lane3.NoIndex	97738.0	5447	4.0	3	18.0	3	10.6
1883.2009.048.Crump.Artic.LTREB.main.lane3.NoIndex	38881.0	1065	1.0	1	0.0	0	7.86
1883.2009.049.Crump.Artic.LTREB.main.lane3.NoIndex	62896.0	1898	2.0	1	0.0	0	5.47
1883.2009.059.Crump.Artic.LTREB.main.lane3.NoIndex	71933.0	1079	0.0	0	3.0	2	12.9
1883.2009.062.Crump.Artic.LTREB.main.lane3.NoIndex	98550.0	4828	2.0	1	17.0	5	14.1
1883.2009.064.Crump.Artic.LTREB.main.lane3.NoIndex	245515.0	2537	2.0	1	7.0	3	14.8
1883.2009.065.Crump.Artic.LTREB.main.lane3.NoIndex	41672.0	1012	1.0	1	4.0	1	16.5
1883.2009.066.Crump.Artic.LTREB.main.lane3.NoIndex	32731.0	1102	1.0	1	2.0	2	17.1
1883.2009.071.Crump.Artic.LTREB.main.lane3.NoIndex	124398.0	1668	1.0	1	1.0	1	14.2
1883.2009.072.Crump.Artic.LTREB.main.lane3.NoIndex	56868.0	1181	6.0	1	0.0	0	11.7
1883.2009.076.Crump.Artic.LTREB.main.lane3.NoIndex	134376.0	4029	3.0	2	18.0	5	15.8
1883.2009.077.Crump.Artic.LTREB.main.lane3.NoIndex	53556.0	4354	4.0	1	27.0	3	16.0
1883.2009.08.Crump.Artic.LTREB.main.lane3.NoIndex	83041.0	1378	1.0	1	2.0	2	15.8
1883.2009.082.Crump.Artic.LTREB.main.lane3.NoIndex	41134.0	3755	4.0	2	11.0	3	14.7
1883.2009.086.Crump.Artic.LTREB.main.lane3.NoIndex	120050.0	4423	14.0	4	26.0	3	16.5
1883.2009.087.Crump.Artic.LTREB.main.lane3.NoIndex	21160.0	883	5.0	1	8.0	1	12.0
1883.2009.088.Crump.Artic.LTREB.main.lane3.NoIndex	105689.0	3334	2.0	1	15.0	3	14.4
1883.2009.089.Crump.Artic.LTREB.main.lane3.NoIndex	83000.0	1632	0.0	0	2.0	2	13.6
1883.2009.091.Crump.Artic.LTREB.main.lane3.NoIndex	113763.0	3625	2.0	1	9.0	3	17.1
1883.2009.092.Crump.Artic.LTREB.main.lane3.NoIndex	43743.0	1591	3.0	1	3.0	1	15.1
1883.2009.093.Crump.Artic.LTREB.main.lane3.NoIndex	50651.0	1340	2.0	1	2.0	1	12.5
1883.2009.094.Crump.Artic.LTREB.main.lane3.NoIndex	48620.0	1210	3.0	1	16.0	1	14.5
1883.2009.095.Crump.Artic.LTREB.main.lane3.NoIndex	122319.0	4399	196.0	2	241.0	11	13.3
1883.2009.096.Crump.Artic.LTREB.main.lane3.NoIndex	133746.0	4281	94.0	1	83.0	5	13.4
1883.2009.097.Crump.Artic.LTREB.main.lane3.NoIndex	4179.0	1321	0.0	0	2.0	1	8.4
1883.2009.098.Crump.Artic.LTREB.main.lane3.NoIndex	27868.0	2025	1.0	1	1.0	1	12.6
1883.2009.1.Crump.Artic.LTREB.main.lane3.NoIndex	53039.0	1456	0.0	0	4.0	1	5.8
1883.2009.102.Crump.Artic.LTREB.main.lane3.NoIndex	48900.0	3606	2.0	1	1.0	1	12.3
1883.2009.108.Crump.Artic.LTREB.main.lane3.NoIndex	36603.0	3796	6.0	1	21.0	1	7.1
1883.2009.134.Crump.Artic.LTREB.main.lane3.NoIndex	37977.0	3434	3.0	2	4.0	2	7.9
1883.2009.135.Crump.Artic.LTREB.main.lane3.NoIndex	24501.0	3205	0.0	0	3.0	3	11.4
1883.2009.136.Crump.Artic.LTREB.main.lane3.NoIndex	19987.0	3117	1.0	1	6.0	4	11.1
1883.2009.167.Crump.Artic.LTREB.main.lane3.NoIndex	40387.0	2350	2.0	2	0.0	0	11.1
1883.2009.168.Crump.Artic.LTREB.main.lane3.NoIndex	26920.0	2467	3.0	1	0.0	0	7.9
1883.2009.169.Crump.Artic.LTREB.main.lane3.NoIndex	36394.0	2326	2.0	2	3.0	2	11.0
